0.9 ,0.9 ,0.9 ,0.9 ,0.9 ,0.9 ,0.9 ,0.9 ,0.9 ,0.9 ,0.9 ,0.9
0.91 ,0.91 ,0.91 ,0.91 ,0.91 ,0.91 ,0.91 ,0.91 ,0.91 ,0.91 ,0.91 ,0.91
0.92 ,0.92 ,0.92 ,0.92 ,0.92 ,0.92 ,0.92 ,0.92 ,0.92 ,0.92 ,0.92 ,0.92
0.93 ,0.93 ,0.93 ,0.93 ,0.93 ,0.93 ,0.93 ,0.93 ,0.93 ,0.93 ,0.93 ,0.93
0.94 ,0.94 ,0.94 ,0.94 ,0.94 ,0.94 ,0.94 ,0.94 ,0.94 ,0.94 ,0.94 ,0.94
0.95 ,0.95 ,0.95 ,0.95 ,0.95 ,0.95 ,0.95 ,0.95 ,0.95 ,0.95 ,0.95 ,0.95
0.96 ,0.96 ,0.96 ,0.96 ,0.96 ,0.96 ,0.96 ,0.96 ,0.96 ,0.96 ,0.96 ,0.96
0.97 ,0.97 ,0.97 ,0.97 ,0.97 ,0.97 ,0.97 ,0.97 ,0.97 ,0.97 ,0.97 ,0.97
0.98 ,0.98 ,0.98 ,0.98 ,0.98 ,0.98 ,0.98 ,0.98 ,0.98 ,0.98 ,0.98 ,0.98
0.99 ,0.99 ,0.99 ,0.99 ,0.99 ,0.99 ,0.99 ,0.99 ,0.99 ,0.99 ,0.99 ,0.99
1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1
1.01 ,1.01 ,1.01 ,1.01 ,1.01 ,1.01 ,1.01 ,1.01 ,1.01 ,1.01 ,1.01 ,1.01
1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02
1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03
1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04 ,1.04
1.05 ,1.05 ,1.05 ,1.05 ,1.05 ,1.05 ,1.05 ,1.05 ,1.05 ,1.05 ,1.05 ,1.05
1.06 ,1.06 ,1.06 ,1.06 ,1.06 ,1.06 ,1.06 ,1.06 ,1.06 ,1.06 ,1.06 ,1.06
1.07 ,1.07 ,1.07 ,1.07 ,1.07 ,1.07 ,1.07 ,1.07 ,1.07 ,1.07 ,1.07 ,1.07
1.08 ,1.08 ,1.08 ,1.08 ,1.08 ,1.08 ,1.08 ,1.08 ,1.08 ,1.08 ,1.08 ,1.08
1.09 ,1.09 ,1.09 ,1.09 ,1.09 ,1.09 ,1.09 ,1.09 ,1.09 ,1.09 ,1.09 ,1.09
1.1 ,1.1 ,1.1 ,1.1 ,1.1 ,1.1 ,1.1 ,1.1 ,1.1 ,1.1 ,1.1 ,1.1
1.11 ,1.11 ,1.11 ,1.11 ,1.11 ,1.11 ,1.11 ,1.11 ,1.11 ,1.11 ,1.11 ,1.11
